step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
121,'C1251749294','4','F',17415,'M1823072687','28007','es_transportation',22.43,0
158,'C1468001998','4','F',21222,'M1823072687','28007','es_transportation',4.42,0
116,'C2130894809','1','F',71863,'M1823072687','28007','es_transportation',77.53,0
67,'C1454930581','3','F',71752,'M1823072687','28007','es_transportation',7.6,0
138,'C420348872','3','F',90215,'M1823072687','28007','es_transportation',25.17,0
172,'C1584366693','3','F',68477,'M1823072687','28007','es_transportation',21.51,0
120,'C181111540','1','U',78386,'M1823072687','28007','es_transportation',63.85,0
153,'C1777432937','2','F',48853,'M1823072687','28007','es_transportation',55.55,0
170,'C1844993068','2','F',86201,'M1823072687','28007','es_transportation',28.93,0
154,'C957771834','3','U',26243,'M1823072687','28007','es_leisure',53.19,0
117,'C911364935','5','F',30748,'M1823072687','28007','es_transportation',3.18,0
135,'C1956971543','3','F',77856,'M1823072687','28007','es_transportation',49.24,0
31,'C1812521679','1','F',05420,'M1823072687','28007','es_transportation',0.12,0
12,'C892377311','3','U',31662,'M1823072687','28007','es_transportation',41.85,0
163,'C440111595','4','F',15280,'M1823072687','28007','es_transportation',66.64,0
58,'C1647495093','2','F',60070,'M1823072687','28007','es_transportation',52.66,0
166,'C1867965524','6','F',68300,'M1823072687','28007','es_transportation',19.52,0
31,'C825622087','4','F',62292,'M1823072687','28007','es_transportation',22.98,0
119,'C332239974','2','U',45318,'M1823072687','28007','es_transportation',35.36,0
75,'C1043282651','5','U',41461,'M1823072687','28007','es_transportation',39.4,0
133,'C752356138','4','F',69297,'M349281107','28007','es_leisure',104.74,0
98,'C1418055040','3','U',06459,'M1823072687','28007','es_transportation',2.09,0
39,'C278409847','6','F',23088,'M1823072687','28007','es_transportation',12.27,0
120,'C1158752013','1','F',75196,'M1823072687','28007','es_hyper',49.9,0
9,'C476477241','1','F',48141,'M1823072687','28007','es_transportation',2.46,0
7,'C17132509','4','F',93247,'M1823072687','28007','es_transportation',14.34,0
88,'C265405940','5','F',17286,'M1823072687','28007','es_transportation',27.38,0
124,'C1852091130','U','F',80552,'M1823072687','28007','es_transportation',23.12,0
118,'C429242189','5','F',89309,'M1823072687','28007','es_transportation',11.33,0
39,'C885237696','2','F',32921,'M1823072687','28007','es_transportation',36.19,0
64,'C1889984788','2','F',81287,'M1823072687','28007','es_leisure',26.05,0
118,'C268686998','4','F',25982,'M1823072687','28007','es_transportation',33.98,0
19,'C309780280','6','F',54440,'M1823072687','28007','es_transportation',56.19,0
23,'C1457388461','2','U',41985,'M1823072687','28007','es_transportation',34.04,0
54,'C1060018471','2','F',48005,'M1823072687','28007','es_transportation',17.13,0
131,'C1732307957','4','F',83815,'M1823072687','28007','es_transportation',43.37,0
46,'C1857140958','2','F',84394,'M1823072687','28007','es_transportation',18.64,0
70,'C1005126300','3','U',14464,'M1823072687','28007','es_leisure',29.97,0
104,'C684162308','2','U',53120,'M1823072687','28007','es_transportation',51.73,0
21,'C1316262830','4','F',23485,'M1823072687','28007','es_transportation',71.52,0
65,'C1213002113','1','F',90613,'M1823072687','28007','es_home',31.97,0
24,'C1035681921','1','F',20552,'M1823072687','28007','es_transportation',4.4,0
177,'C882083718','2','F',18560,'M1823072687','28007','es_transportation',59.88,0
135,'C20274793','3','U',34220,'M1823072687','28007','es_leisure',36.15,0
166,'C638223659','2','F',95904,'M1823072687','28007','es_transportation',22.18,0
90,'C1372889664','2','F',73866,'M1823072687','28007','es_transportation',124.21,0
161,'C426128777','3','F',80558,'M1823072687','28007','es_leisure',59.56,0
109,'C1072166767','2','F',40619,'M1053599405','28007','es_leisure',57.29,0
148,'C1100570635','5','U',79890,'M1823072687','28007','es_transportation',40.46,0
156,'C1375103798','3','F',11517,'M1823072687','28007','es_transportation',40.64,0
16,'C822689044','2','F',76017,'M1823072687','28007','es_transportation',1.14,0
89,'C183270065','1','F',49598,'M1823072687','28007','es_transportation',113.88,0
81,'C1734585073','2','F',93393,'M1823072687','28007','es_transportation',0.24,0
96,'C471166875','3','F',71219,'M1823072687','28007','es_transportation',16.06,0
126,'C322802193','4','F',40440,'M1823072687','28007','es_barsandrestaurants',4.31,0
141,'C1451561221','3','F',36794,'M1823072687','28007','es_transportation',5.69,0
4,'C21207783','1','U',26313,'M1823072687','28007','es_transportation',41.06,0
141,'C1750835738','4','U',06528,'M1823072687','28007','es_transportation',48.44,0
53,'C2031167542','2','U',42222,'M1823072687','28007','es_transportation',27.02,0
33,'C1838948302','5','F',04599,'M1823072687','28007','es_transportation',12.78,0
137,'C430880678','2','U',82635,'M1823072687','28007','es_transportation',32.58,1
22,'C420340345','5','F',55180,'M1823072687','28007','es_transportation',44.65,0
101,'C1276892406','2','F',04308,'M1823072687','28007','es_transportation',41.11,0
78,'C1982656265','4','F',23354,'M1823072687','28007','es_transportation',6.11,0
113,'C1180936672','3','F',94522,'M1823072687','28007','es_transportation',40.73,0
145,'C1791903269','3','F',55264,'M1823072687','28007','es_leisure',36.88,0
92,'C1928637369','4','F',50042,'M1823072687','28007','es_transportation',34.83,0
166,'C1806072501','2','F',00949,'M1823072687','28007','es_transportation',36.4,0
45,'C792341594','4','F',27377,'M1823072687','28007','es_transportation',6.76,0
96,'C1226947303','2','F',95480,'M1823072687','28007','es_transportation',5.84,0
47,'C267009229','4','F',80577,'M1823072687','28007','es_transportation',107.08,0
83,'C1085056650','2','U',68895,'M1823072687','28007','es_transportation',179.09,0
144,'C936853935','3','U',13080,'M1823072687','28007','es_transportation',15.83,0
33,'C73919470','6','U',11928,'M1823072687','28007','es_transportation',22.28,0
36,'C506520283','2','F',44377,'M1823072687','28007','es_transportation',6.27,0
164,'C612005121','4','F',44149,'M1823072687','28007','es_leisure',70.27,0
56,'C1761368684','3','F',69188,'M1823072687','28007','es_transportation',5.68,0
5,'C1764447156','4','F',61709,'M1823072687','28007','es_transportation',16.41,0
91,'C2001133685','6','U',79618,'M1823072687','28007','es_transportation',19.68,0
151,'C1777502922','4','F',09752,'M1823072687','28007','es_leisure',43.08,0
175,'C1973818754','2','F',73641,'M1823072687','28007','es_transportation',33.01,0
53,'C15485686','2','U',65160,'M1823072687','28007','es_transportation',123.31,0
53,'C1791559714','5','F',98892,'M1823072687','28007','es_transportation',3.91,0
140,'C1842441894','3','F',71242,'M1823072687','28007','es_transportation',16.23,0
107,'C1314685160','5','F',61047,'M1823072687','28007','es_transportation',29.82,0
130,'C1688605578','5','F',69598,'M1823072687','28007','es_transportation',44.54,0
134,'C778028540','2','F',21579,'M1823072687','28007','es_transportation',50.37,0
77,'C1298891864','2','F',65400,'M1823072687','28007','es_transportation',48.03,0
110,'C1806963277','4','U',94626,'M1823072687','28007','es_transportation',22.97,0
82,'C668289079','3','F',79978,'M1823072687','28007','es_transportation',74.13,0
129,'C956700475','1','F',46428,'M1823072687','28007','es_transportation',13.28,0
157,'C1151799720','1','U',91032,'M1823072687','28007','es_leisure',23.09,0
167,'C1564260047','2','U',09068,'M1823072687','28007','es_leisure',69.14,0
33,'C1354799046','5','F',41924,'M1823072687','28007','es_transportation',10.76,0
172,'C1367581052','2','U',32672,'M1823072687','28007','es_transportation',42.5,0
69,'C2110532720','4','F',90265,'M1823072687','28007','es_transportation',16.75,0
35,'C2144562698','4','F',85752,'M1823072687','28007','es_transportation',3.43,0
164,'C1073155388','5','U',66854,'M1823072687','28007','es_home',38.08,0
127,'C1760612790','3','F',26674,'M1823072687','28007','es_wellnessandbeauty',5.29,0
136,'C2061535111','3','F',28866,'M1823072687','28007','es_transportation',34.58,0
140,'C901400531','6','F',98669,'M1823072687','28007','es_transportation',28.6,0
39,'C146553626','5','U',21430,'M1823072687','28007','es_transportation',13.23,0
109,'C1177926954','5','F',43140,'M1823072687','28007','es_transportation',10.31,0
176,'C1869939691','2','F',23950,'M1823072687','28007','es_leisure',3.48,0
120,'C1671770086','3','U',68203,'M1823072687','28007','es_transportation',2.88,0
121,'C1640022626','2','F',50324,'M1823072687','28007','es_transportation',7.56,0
139,'C1039035065','4','F',15573,'M1823072687','28007','es_transportation',22.17,0
86,'C1532733169','1','F',78942,'M1823072687','28007','es_transportation',5.51,0
72,'C189036899','2','F',17256,'M1823072687','28007','es_transportation',90.31,0
117,'C1005126300','2','F',76702,'M1823072687','28007','es_transportation',95.37,0
143,'C1992960127','2','F',81056,'M1823072687','28007','es_leisure',23.84,0
132,'C13098029','2','U',03337,'M1823072687','28007','es_transportation',6.75,0
153,'C1125717761','5','F',69399,'M1823072687','28007','es_transportation',59.42,0
111,'C1180570487','5','F',63425,'M1823072687','28007','es_transportation',10.91,0
79,'C121713128','2','F',53097,'M1823072687','28007','es_transportation',9.71,0
83,'C49864446','1','F',76413,'M1823072687','28007','es_transportation',6.07,0
167,'C87697988','4','F',54060,'M1823072687','28007','es_transportation',3.42,0
68,'C1861455727','1','F',13090,'M1823072687','28007','es_transportation',5.17,0
148,'C71746980','5','F',36070,'M1823072687','28007','es_transportation',35.1,0
153,'C746604092','4','F',37401,'M1823072687','28007','es_transportation',40.84,0
110,'C846889180','2','F',95678,'M1823072687','28007','es_transportation',44.86,0
82,'C269960003','3','F',59242,'M1823072687','28007','es_transportation',8.3,0
65,'C1580955370','6','F',23902,'M1823072687','28007','es_transportation',17.24,0
101,'C2075699398','4','F',57102,'M1823072687','28007','es_transportation',23.89,0
120,'C222098023','3','U',61217,'M1823072687','28007','es_leisure',5.69,0
164,'C241463462','5','F',06555,'M1823072687','28007','es_transportation',19.57,0
98,'C744066701','3','F',15512,'M1823072687','28007','es_transportation',113.65,0
168,'C260437492','4','F',67838,'M1823072687','28007','es_travel',57.31,0
113,'C1050807234','3','F',51780,'M1823072687','28007','es_leisure',181.92,0
163,'C23582994','2','F',70423,'M1823072687','28007','es_transportation',12.1,0
94,'C1740186506','2','F',07562,'M1823072687','28007','es_leisure',51.03,0
164,'C1974668487','3','U',72588,'M1823072687','28007','es_transportation',14.04,0
117,'C1118932469','6','F',92781,'M1823072687','28007','es_transportation',92.54,0
9,'C451582208','5','F',04908,'M1823072687','28007','es_transportation',9.5,0
149,'C271457213','2','F',63531,'M1823072687','28007','es_transportation',7.39,0
118,'C723171448','2','F',59475,'M1823072687','28007','es_transportation',112.35,0
22,'C1529207541','1','U',92972,'M1823072687','28007','es_transportation',35.17,0
159,'C422403315','3','F',73973,'M1823072687','28007','es_transportation',107.9,0
55,'C1020355960','2','F',84232,'M1823072687','28007','es_transportation',9.47,0
151,'C507179979','2','F',25708,'M1823072687','28007','es_transportation',3.38,0
78,'C309780280','1','F',80507,'M1823072687','28007','es_transportation',75.49,0
140,'C26045684','2','F',05205,'M1823072687','28007','es_leisure',1.36,0
141,'C1359606474','4','F',99297,'M1823072687','28007','es_transportation',0.27,0
66,'C1059874896','5','F',86849,'M1823072687','28007','es_transportation',13.57,0
170,'C1746579125','2','F',56371,'M1823072687','28007','es_transportation',11.06,0
87,'C1272326382','4','F',09951,'M1823072687','28007','es_transportation',2.35,0
50,'C2114634161','2','U',22384,'M1823072687','28007','es_transportation',51.92,0
168,'C189036899','3','U',94485,'M1823072687','28007','es_transportation',81.3,0
36,'C418638324','2','F',85060,'M1823072687','28007','es_fashion',126.59,0
36,'C98687952','6','U',77528,'M1823072687','28007','es_transportation',5.05,0
114,'C1797237747','5','F',43366,'M1823072687','28007','es_contents',34.99,0
175,'C1006176917','4','F',08665,'M1823072687','28007','es_transportation',5.64,0
157,'C1010936270','5','F',23277,'M1823072687','28007','es_transportation',37.38,0
176,'C886146370','3','F',55900,'M1823072687','28007','es_leisure',22.32,0
88,'C1096642744','3','U',78677,'M1823072687','28007','es_transportation',9.32,0
123,'C526384621','5','F',58032,'M1823072687','28007','es_transportation',18.81,0
106,'C313157633','2','F',72810,'M1823072687','28007','es_transportation',60.97,0
163,'C1707421914','2','F',56844,'M1053599405','28007','es_leisure',64.47,0
138,'C706685788','3','F',59393,'M1823072687','28007','es_leisure',24.08,0
33,'C986156699','2','F',70821,'M1823072687','28007','es_transportation',17.95,0
158,'C1525581466','2','F',04600,'M1823072687','28007','es_transportation',1.64,0
32,'C1973818754','4','F',81535,'M1823072687','28007','es_transportation',2.66,0
111,'C2064655298','2','U',75458,'M1823072687','28007','es_transportation',9.47,0
30,'C1642125108','5','F',65244,'M1823072687','28007','es_transportation',77.73,0
47,'C280778280','3','F',15253,'M1823072687','28007','es_transportation',12.1,0
34,'C1870872671','5','F',21141,'M1823072687','28007','es_transportation',17.34,0
82,'C1474786056','1','F',80603,'M1823072687','28007','es_transportation',8.04,0
94,'C448612141','3','U',06828,'M1823072687','28007','es_transportation',3.55,0
175,'C535324444','3','F',84173,'M1823072687','28007','es_transportation',62.27,0
97,'C1117294574','2','U',93682,'M1823072687','28007','es_transportation',41.3,0
178,'C62153477','4','F',37307,'M1823072687','28007','es_leisure',8.91,0
153,'C1341662543','3','F',04546,'M1823072687','28007','es_leisure',33.01,0
16,'C2126019044','3','U',04202,'M1823072687','28007','es_transportation',48.74,0
98,'C1039748502','4','F',07575,'M1823072687','28007','es_transportation',4.2,0
154,'C1816813783','1','U',26474,'M1823072687','28007','es_transportation',11.54,0
128,'C691839786','3','F',86190,'M1823072687','28007','es_transportation',29.91,0
125,'C1628225593','2','F',70378,'M1823072687','28007','es_transportation',27.1,0
27,'C1284327050','4','F',48709,'M1823072687','28007','es_transportation',7.62,0
33,'C109617474','3','F',53113,'M1823072687','28007','es_transportation',31.46,0
150,'C1871594117','4','F',61063,'M1823072687','28007','es_transportation',81.21,0
75,'C2130327838','1','F',28764,'M1823072687','28007','es_transportation',3.41,0
177,'C120279480','6','F',28998,'M1823072687','28007','es_food',192.52,0
113,'C1806422891','1','U',63577,'M1823072687','28007','es_leisure',4.98,0
57,'C1931900243','5','F',67216,'M1823072687','28007','es_transportation',149.94,0
151,'C676229147','2','F',57707,'M1823072687','28007','es_transportation',82.62,0
166,'C1686098746','2','F',64304,'M1823072687','28007','es_transportation',85.3,0
85,'C1054818236','1','F',06790,'M1823072687','28007','es_transportation',18.21,0
38,'C956414645','2','F',90141,'M1823072687','28007','es_transportation',41.41,0
131,'C1439470393','3','F',60404,'M1823072687','28007','es_transportation',48.45,0
3,'C1663056729','1','F',55181,'M1823072687','28007','es_transportation',0.89,0
36,'C1681589600','4','F',94888,'M1823072687','28007','es_transportation',15.55,0
13,'C131682780','2','F',51336,'M1823072687','28007','es_transportation',67.6,0
128,'C1527362143','1','F',43645,'M1823072687','28007','es_transportation',8.06,0
57,'C135434041','3','F',70329,'M1823072687','28007','es_transportation',13.55,0
125,'C1922157108','3','F',94861,'M1823072687','28007','es_transportation',86.43,0
